word,0,1
start,-4.430254347040494,3.5250980396026255
batching,-11.26575099278587,-1.5901129818090554
communication,-1.5340156746071694,-2.2992186879455163
my,-0.5845203201122917,-2.6129997769114492
dont,-5.855142437236265,-8.970655933983402
results,-2.9395386770422594,-2.1783787489995152
training,-21.300111954339176,8.742628621542144
attentions,2.723575475465778,-3.0421112274748725
and,-6.206637480344788,5.942630451735298
with,3.8681921824589653,8.197779310781959
meddled,1.3144703888774636,-3.2405619548433147
zero,-7.39089290254765,7.554318726490413
each,-20.45870126849043,8.202232417133251
about,-2.5898160709508495,-3.115232045299759
step,-22.141522640187926,9.283024825951037
numerical,-12.04459441000294,2.798270373044319
learning,-1.697976059798607,-4.329498364573626
do,-5.150640897810809,-9.68035839343184
we,-4.338429101407899,1.56903443620146
a,6.861252360829562,7.99384116169706
after,-19.61729058264168,7.661836212724356
way,-1.3641568925384466,3.8050830726069487
the,3.6844820803862994,-3.3189839358087165
use,7.858939086953094,7.925861778668761
biases,-6.798765191446218,6.748474589112856
to,-16.251647839246683,5.500251395088785
to,-1.1888733012687311,2.8205650876866164
never,-9.402475782428661,-0.8633355121057784
shouldnt,-1.89037085876803,-4.9889386379002465
with,0.36497503438258594,-2.926780865877382
is,-1.8141802558083715,-6.326119656864611
weights,-5.614509769243356,5.136786314357741
but,-3.2892612831336696,-1.2415254526992712
to,-9.520362352456694,1.1770817598176397
go,-1.0135897099990157,1.8360471027662841
have,2.2639657433723412,-3.5543430438092476
there,-5.037874313590718,3.442741028801948
imprecision,-12.886005095851688,3.3386665774532123
to,4.64538868530682,-3.595856644142561
bias,2.870505456335433,8.265758693810257
round,-13.727415781700437,3.8790627818621055
1,-1.8722823538132538,-7.324430303010104
layer,4.865878908582498,8.129799927753659
is,-1.714724075077878,5.774119042447612
attend,5.606295290227341,-3.872729352476405
all,-14.568826467549187,4.419458986270998
we,-1.54064825267662,-5.9257919342004906
randomization,-4.446139358385352,-10.390060852880278
account,-10.361773038305442,1.717477964226533
one,-17.093058525095433,6.040647599497678
decimal,-17.93446921094418,6.581043803906571
rate,-1.7560781578034894,-5.327809010719118
single,5.863565634706029,8.061820544725359
about,-3.6389838892250794,-0.3046721563990271
with,-5.022382058141925,4.330942176980183
techniques,3.213461097867219,-3.86812413277518
care,-2.2400934648594397,-4.052085341600003
parameters,-15.410237153397935,4.959855190679892
sometimes,-1.1909256465852103,-6.862645230500735
the,-1.5394404838081623,4.78960105752728
channels,-2.483511029102047,-1.9854375989795838
stochastic,-2.2405748488870247,8.72767299720861
got,-4.688151707499308,2.505887732501704
point,-18.77587989679293,7.121440008315464
gradient,-2.065291257617309,7.743155012288277
use,-10.334113387607266,-1.2267242469574169
descent,-1.8900076663475935,6.758637027367945
modern,4.1629564523620965,-4.181905221741113
how,-3.9887064953164892,0.6321811399012169
for,-11.203183724154192,2.257874168635426
